TF	Targets	Key
POU2F1	SNAI2	POU2F1_SNAI2
POU2F1	SNAPC1	POU2F1_SNAPC1
POU2F1	SPP1	POU2F1_SPP1
POU2F1	ST6GAL1	POU2F1_ST6GAL1
POU2F1	TK1	POU2F1_TK1
POU2F1	TRA	POU2F1_TRA
POU2F1	TWIST1	POU2F1_TWIST1
POU2F1	TXNRD1	POU2F1_TXNRD1
POU2F1	UGT2B7	POU2F1_UGT2B7
POU2F1	VCAM1	POU2F1_VCAM1
POU2F1	VWF	POU2F1_VWF
POU2F2	HBB	POU2F2_HBB
POU2F2	HLA-DOB	POU2F2_HLA-DOB
POU2F2	HLA-DRA	POU2F2_HLA-DRA
POU2F2	ID2	POU2F2_ID2
POU2F2	IL5	POU2F2_IL5
POU2F2	SPI1	POU2F2_SPI1
POU2F2	SPIB	POU2F2_SPIB
POU2F2	SPP1	POU2F2_SPP1
POU2F2	TK1	POU2F2_TK1
POU2F2	TRA	POU2F2_TRA
POU2F3	SPRR2A	POU2F3_SPRR2A
POU3F1	GNRH1	POU3F1_GNRH1
POU3F2	CDH13	POU3F2_CDH13
POU3F2	DDC	POU3F2_DDC
POU3F2	FABP7	POU3F2_FABP7
POU3F2	FOXP2	POU3F2_FOXP2
POU3F2	GNRH1	POU3F2_GNRH1
POU3F2	MITF	POU3F2_MITF
POU3F2	NKX2-1	POU3F2_NKX2-1
POU3F2	PAX3	POU3F2_PAX3
POU3F2	PDE5A	POU3F2_PDE5A
POU3F4	GCG	POU3F4_GCG
POU4F1	HPSE	POU4F1_HPSE
POU4F1	HSP90AA1	POU4F1_HSP90AA1
POU4F2	CCND1	POU4F2_CCND1
POU4F2	HSP90AA1	POU4F2_HSP90AA1
POU5F1	BMP4	POU5F1_BMP4
POU5F1	CDKN1A	POU5F1_CDKN1A
POU5F1	CDX2	POU5F1_CDX2
POU5F1	DDC	POU5F1_DDC
POU5F1	DKK1	POU5F1_DKK1
POU5F1	DLX5	POU5F1_DLX5
POU5F1	EOMES	POU5F1_EOMES
POU5F1	FGF4	POU5F1_FGF4
POU5F1	GADD45A	POU5F1_GADD45A
POU5F1	GATA6	POU5F1_GATA6
POU5F1	HLX	POU5F1_HLX
POU5F1	ID2	POU5F1_ID2
POU5F1	ITGA6	POU5F1_ITGA6
POU5F1	L1TD1	POU5F1_L1TD1
POU5F1	LEFTY1	POU5F1_LEFTY1
POU5F1	NANOG	POU5F1_NANOG
POU5F1	SEMA6A	POU5F1_SEMA6A
POU5F1	SOX2	POU5F1_SOX2
POU5F1	SPP1	POU5F1_SPP1
POU5F1	TBXT	POU5F1_TBXT
POU5F1	TBX18	POU5F1_TBX18
POU5F1	TDGF1	POU5F1_TDGF1
POU5F1	THY1	POU5F1_THY1
POU5F1	ZFP42	POU5F1_ZFP42
PPARA	ACADL	PPARA_ACADL
PPARA	ACOX1	PPARA_ACOX1
PPARA	ACSL1	PPARA_ACSL1
PPARA	ANGPTL4	PPARA_ANGPTL4
PPARA	APOA4	PPARA_APOA4
PPARA	APOA5	PPARA_APOA5
PPARA	APOB	PPARA_APOB
PPARA	APOBR	PPARA_APOBR
PPARA	APOC3	PPARA_APOC3
PPARA	CD36	PPARA_CD36
PPARA	CETP	PPARA_CETP
PPARA	CGB5	PPARA_CGB5
PPARA	CPT1A	PPARA_CPT1A
PPARA	CYP1A1	PPARA_CYP1A1
PPARA	CYP2C9	PPARA_CYP2C9
PPARA	FABP4	PPARA_FABP4
PPARA	G0S2	PPARA_G0S2
PPARA	HMOX1	PPARA_HMOX1
PPARA	IGFBP1	PPARA_IGFBP1
PPARA	IL6	PPARA_IL6
PPARA	IL6R	PPARA_IL6R
PPARA	LPL	PPARA_LPL
PPARA	MLYCD	PPARA_MLYCD
PPARA	MMP9	PPARA_MMP9
PPARA	NFKBIA	PPARA_NFKBIA
PPARA	PDK4	PPARA_PDK4
PPARA	PLIN2	PPARA_PLIN2
PPARA	PTGS2	PPARA_PTGS2
PPARA	SERPINE1	PPARA_SERPINE1
PPARA	SLC25A20	PPARA_SLC25A20
PPARA	SLC9A1	PPARA_SLC9A1
PPARA	SOD2	PPARA_SOD2
PPARA	SREBF2	PPARA_SREBF2
PPARA	STAT5A	PPARA_STAT5A
PPARA	SULT2A1	PPARA_SULT2A1
PPARA	TUBA1B	PPARA_TUBA1B
PPARA	TXNIP	PPARA_TXNIP
PPARA	UCP1	PPARA_UCP1
PPARA	UGT1A9	PPARA_UGT1A9
PPARD	ANG	PPARD_ANG
PPARD	ANGPTL4	PPARD_ANGPTL4
PPARD	CAT	PPARD_CAT
PPARD	HSD11B2	PPARD_HSD11B2
PPARD	LPL	PPARD_LPL
PPARD	PDK4	PPARD_PDK4
PPARD	SAT1	PPARD_SAT1
PPARD	SOD1	PPARD_SOD1
PPARD	TIMP1	PPARD_TIMP1
PPARD	TXN	PPARD_TXN
PPARG	ABCG2	PPARG_ABCG2
PPARG	ACAT1	PPARG_ACAT1
PPARG	ADIPOQ	PPARG_ADIPOQ
PPARG	AGER	PPARG_AGER
PPARG	ANGPTL4	PPARG_ANGPTL4
PPARG	APOB	PPARG_APOB
PPARG	APOBR	PPARG_APOBR
PPARG	ATP2A2	PPARG_ATP2A2
PPARG	BAD	PPARG_BAD
PPARG	BCL2	PPARG_BCL2
PPARG	BCL2L1	PPARG_BCL2L1
PPARG	BRS3	PPARG_BRS3
PPARG	CAT	PPARG_CAT
PPARG	CAV1	PPARG_CAV1
PPARG	CCND1	PPARG_CCND1
PPARG	CCNE1	PPARG_CCNE1
PPARG	CD36	PPARG_CD36
PPARG	CD83	PPARG_CD83
PPARG	CDKN1A	PPARG_CDKN1A
PPARG	CEBPA	PPARG_CEBPA
PPARG	CFLAR	PPARG_CFLAR
PPARG	CIITA	PPARG_CIITA
PPARG	CLDN2	PPARG_CLDN2
PPARG	CPT1B	PPARG_CPT1B
PPARG	CSF1	PPARG_CSF1
PPARG	DBI	PPARG_DBI
PPARG	DEFB103A	PPARG_DEFB103A
PPARG	EGFR	PPARG_EGFR
PPARG	ERO1A	PPARG_ERO1A
PPARG	ERP44	PPARG_ERP44
PPARG	FABP4	PPARG_FABP4
PPARG	FASLG	PPARG_FASLG
PPARG	FGF1	PPARG_FGF1
PPARG	GDF15	PPARG_GDF15
PPARG	GK	PPARG_GK
PPARG	HMOX1	PPARG_HMOX1
PPARG	ICAM1	PPARG_ICAM1
PPARG	JAG1	PPARG_JAG1
PPARG	KLF4	PPARG_KLF4
PPARG	LIPE	PPARG_LIPE
PPARG	MMP1	PPARG_MMP1
PPARG	MMP9	PPARG_MMP9
PPARG	MYC	PPARG_MYC
PPARG	NOTCH4	PPARG_NOTCH4
PPARG	NR1H3	PPARG_NR1H3
PPARG	PDK2	PPARG_PDK2
PPARG	PLIN2	PPARG_PLIN2
PPARG	POU2F1	PPARG_POU2F1
PPARG	PTEN	PPARG_PTEN
PPARG	PTGS2	PPARG_PTGS2
PPARG	RARB	PPARG_RARB
PPARG	REN	PPARG_REN
PPARG	RETN	PPARG_RETN
PPARG	SAT1	PPARG_SAT1
PPARG	SERPINE1	PPARG_SERPINE1
PPARG	SLC2A4	PPARG_SLC2A4
PPARG	SLC5A5	PPARG_SLC5A5
PPARG	SLC9A1	PPARG_SLC9A1
PPARG	SOCS7	PPARG_SOCS7
PPARG	TG	PPARG_TG
PPARG	TNFRSF11B	PPARG_TNFRSF11B
PPARG	TP53	PPARG_TP53
PPARG	TSHR	PPARG_TSHR
PPARG	TXNIP	PPARG_TXNIP
PPARG	UGT1A9	PPARG_UGT1A9
PPARG	VLDLR	PPARG_VLDLR
PPARGC1A	ALDOB	PPARGC1A_ALDOB
PPARGC1A	APOA5	PPARGC1A_APOA5
PPARGC1A	APOC3	PPARGC1A_APOC3
PPARGC1A	CYP2C9	PPARGC1A_CYP2C9
PPARGC1A	CYP7A1	PPARGC1A_CYP7A1
PPARGC1A	MFN2	PPARGC1A_MFN2
PPARGC1A	MLYCD	PPARGC1A_MLYCD
PPARGC1A	OTC	PPARGC1A_OTC
PPARGC1A	PCK2	PPARGC1A_PCK2
PRDM1	CIITA	PRDM1_CIITA
PRDM1	GCSAM	PRDM1_GCSAM
PRDM1	LMO2	PRDM1_LMO2
PRDM1	MKI67	PRDM1_MKI67
PRDM1	MYC	PRDM1_MYC
PRDM1	PCNA	PRDM1_PCNA
PRDM14	POU5F1	PRDM14_POU5F1
PRDM2	KMT5A	PRDM2_KMT5A
PREB	CCL2	PREB_CCL2
PREB	PRL	PREB_PRL
PROX1	AKT2	PROX1_AKT2
PROX1	CCNE1	PROX1_CCNE1
PROX1	CDKN1B	PROX1_CDKN1B
PROX1	CDKN1C	PROX1_CDKN1C
PROX1	CYP7A1	PROX1_CYP7A1
PROX1	IFNG	PROX1_IFNG
PROX1	NR1I2	PROX1_NR1I2
PROX1	NR5A2	PROX1_NR5A2
PROX1	RGS4	PROX1_RGS4
PROX1	SIX3	PROX1_SIX3
PROX1	TWIST1	PROX1_TWIST1
PTF1A	CEL	PTF1A_CEL
PTMA	CDKN1A	PTMA_CDKN1A
PTMA	IDO1	PTMA_IDO1
PTMA	IDO2	PTMA_IDO2
PTMA	TLR9	PTMA_TLR9
PTTG1	CCNB1	PTTG1_CCNB1
PTTG1	CDC42	PTTG1_CDC42
PTTG1	CDK1	PTTG1_CDK1
PTTG1	DOCK1	PTTG1_DOCK1
PTTG1	FGF2	PTTG1_FGF2
PTTG1	ID3	PTTG1_ID3
PTTG1	KDR	PTTG1_KDR
PTTG1	LGALS1	PTTG1_LGALS1
PTTG1	MYC	PTTG1_MYC
PTTG1	PTTG1IP	PTTG1_PTTG1IP
PTTG1	RAC1	PTTG1_RAC1
PTTG1	RHOA	PTTG1_RHOA
PTTG1	S100A4	PTTG1_S100A4
PTTG1	TIMP2	PTTG1_TIMP2
PTTG1	VEGFA	PTTG1_VEGFA
PURA	AR	PURA_AR
PURA	ERBB2	PURA_ERBB2
PURA	FAS	PURA_FAS
PURA	PCNA	PURA_PCNA
RAD51	SP1	RAD51_SP1
RARA	ABCC3	RARA_ABCC3
RARA	ANXA8	RARA_ANXA8
RARA	CCNA1	RARA_CCNA1
RARA	CDKN1A	RARA_CDKN1A
RARA	CRABP1	RARA_CRABP1
RARA	CRH	RARA_CRH
RARA	CXCR5	RARA_CXCR5
RARA	CYP1A1	RARA_CYP1A1
RARA	ETS1	RARA_ETS1
RARA	FGFBP1	RARA_FGFBP1
RARA	GNRH2	RARA_GNRH2
RARA	HCK	RARA_HCK
RARA	HNF4A	RARA_HNF4A
RARA	HSD17B2	RARA_HSD17B2
RARA	ICAM1	RARA_ICAM1
RARA	MACROD1	RARA_MACROD1
RARA	MAOB	RARA_MAOB
RARA	MUC5AC	RARA_MUC5AC
RARA	NR1I3	RARA_NR1I3
RARA	PLAU	RARA_PLAU
RARA	PRKCA	RARA_PRKCA
RARA	RARB	RARA_RARB
RARA	RPTOR	RARA_RPTOR
RARA	SCD	RARA_SCD
RARA	SFTPB	RARA_SFTPB
RARA	THBD	RARA_THBD
RARB	ADH5	RARB_ADH5
RARB	RARB	RARB_RARB
RARB	THBD	RARB_THBD
RARG	BGLAP	RARG_BGLAP
RARG	CYP19A1	RARG_CYP19A1
RARG	ICAM1	RARG_ICAM1
RARG	RARB	RARG_RARB
RARG	THBD	RARG_THBD
RB1	ATF2	RB1_ATF2
RB1	BIRC5	RB1_BIRC5
RB1	BRCA1	RB1_BRCA1
RB1	CDH1	RB1_CDH1
RB1	CDK1	RB1_CDK1
RB1	CDKN1A	RB1_CDKN1A
RB1	DDIT3	RB1_DDIT3
RB1	DHFR	RB1_DHFR
RB1	DNMT3A	RB1_DNMT3A
RB1	E2F1	RB1_E2F1
RB1	E2F2	RB1_E2F2
RB1	E2F3	RB1_E2F3
RB1	EBNA1BP2	RB1_EBNA1BP2
RB1	ELF1	RB1_ELF1
RB1	FGFR1	RB1_FGFR1
RB1	FOS	RB1_FOS
RB1	HBP1	RB1_HBP1
RB1	IGF1	RB1_IGF1
RB1	MAP3K5	RB1_MAP3K5
RB1	MYC	RB1_MYC
RB1	PCNA	RB1_PCNA
RB1	PPARG	RB1_PPARG
RB1	RB1	RB1_RB1
RB1	RBL1	RB1_RBL1
RB1	SFTPD	RB1_SFTPD
RB1	SP1	RB1_SP1
RB1	TFDP1	RB1_TFDP1
RB1	TGFBI	RB1_TGFBI
RB1	TP53BP2	RB1_TP53BP2
RB1	VEGFA	RB1_VEGFA
RB1	WRN	RB1_WRN
RB1CC1	CDKN2A	RB1CC1_CDKN2A
RB1CC1	RB1	RB1CC1_RB1
RBBP7	CDH1	RBBP7_CDH1
RBL1	BRCA1	RBL1_BRCA1
RBL1	CCNA2	RBL1_CCNA2
RBL1	HIST1H2AE	RBL1_HIST1H2AE
RBL1	MYC	RBL1_MYC
RBL1	TFDP1	RBL1_TFDP1
RBL2	BRCA1	RBL2_BRCA1
RBL2	DNMT3B	RBL2_DNMT3B
RBL2	E2F4	RBL2_E2F4
RBL2	RAD51	RBL2_RAD51
RBMX	EGR1	RBMX_EGR1
RBMX	FOS	RBMX_FOS
RBMX	FOSL1	RBMX_FOSL1
RBMX	JUNB	RBMX_JUNB
RBMX	JUND	RBMX_JUND
RBMX	KIT	RBMX_KIT
RBMX	ROS1	RBMX_ROS1
RBMX	TXNIP	RBMX_TXNIP
RBPJ	CR2	RBPJ_CR2
RBPJ	IL6	RBPJ_IL6
RBPJ	NFKB1	RBPJ_NFKB1
RBPJ	PTEN	RBPJ_PTEN
REL	BCL2A1	REL_BCL2A1
REL	BIRC3	REL_BIRC3
REL	CCL2	REL_CCL2
REL	CCL5	REL_CCL5
REL	CD40LG	REL_CD40LG
REL	CDKN1A	REL_CDKN1A
REL	CRP	REL_CRP
REL	CSRP1	REL_CSRP1
REL	EPHB2	REL_EPHB2
REL	F3	REL_F3
REL	ICAM1	REL_ICAM1
REL	IER3	REL_IER3
REL	IL10	REL_IL10
REL	IL12B	REL_IL12B
REL	IL1B	REL_IL1B
REL	IL2	REL_IL2
REL	IL2RA	REL_IL2RA
REL	IL6	REL_IL6
REL	KLK3	REL_KLK3
REL	SELE	REL_SELE
REL	SOD2	REL_SOD2
REL	TNFAIP3	REL_TNFAIP3
RELA	ABCA1	RELA_ABCA1
RELA	ABCB1	RELA_ABCB1
RELA	ABCG2	RELA_ABCG2
RELA	ADORA1	RELA_ADORA1
RELA	ADORA2A	RELA_ADORA2A
RELA	ADORA3	RELA_ADORA3
RELA	AGER	RELA_AGER
RELA	AGT	RELA_AGT
RELA	AKT1	RELA_AKT1
RELA	AKT2	RELA_AKT2
RELA	ALOX5	RELA_ALOX5
RELA	ALOX5AP	RELA_ALOX5AP
RELA	AMH	RELA_AMH
RELA	AR	RELA_AR
RELA	BACE1	RELA_BACE1
RELA	BAD	RELA_BAD
RELA	BAX	RELA_BAX
RELA	BCL2	RELA_BCL2
RELA	BCL2A1	RELA_BCL2A1
RELA	BCL2L1	RELA_BCL2L1
RELA	BCL2L11	RELA_BCL2L11
RELA	BCL3	RELA_BCL3
RELA	BDKRB1	RELA_BDKRB1
RELA	BGN	RELA_BGN
RELA	BHMT	RELA_BHMT
RELA	BIRC2	RELA_BIRC2
RELA	BIRC3	RELA_BIRC3
RELA	BIRC5	RELA_BIRC5
RELA	BMP2	RELA_BMP2
RELA	BRCA2	RELA_BRCA2
RELA	BTG2	RELA_BTG2
RELA	BTS1	RELA_BTS1
RELA	CARD8	RELA_CARD8
RELA	CARM1	RELA_CARM1
RELA	CASP3	RELA_CASP3
RELA	CASP9	RELA_CASP9
RELA	CCK	RELA_CCK
RELA	CCL11	RELA_CCL11
RELA	CCL13	RELA_CCL13
RELA	CCL19	RELA_CCL19
RELA	CCL2	RELA_CCL2
RELA	CCL20	RELA_CCL20
RELA	CCL22	RELA_CCL22
RELA	CCL3	RELA_CCL3
RELA	CCL4	RELA_CCL4
RELA	CCL5	RELA_CCL5
RELA	CCNB1	RELA_CCNB1
RELA	CCND1	RELA_CCND1
RELA	CCND2	RELA_CCND2
RELA	CCR2	RELA_CCR2
RELA	CCR3	RELA_CCR3
RELA	CCR5	RELA_CCR5
RELA	CCR7	RELA_CCR7
RELA	CD28	RELA_CD28
RELA	CD38	RELA_CD38
RELA	CD40	RELA_CD40
RELA	CD40LG	RELA_CD40LG
RELA	CD58	RELA_CD58
RELA	CD69	RELA_CD69
RELA	CD74	RELA_CD74
RELA	CD80	RELA_CD80
RELA	CD83	RELA_CD83
RELA	CD86	RELA_CD86
RELA	CDH1	RELA_CDH1
RELA	CDK4	RELA_CDK4
RELA	CDK6	RELA_CDK6
RELA	CDKN1A	RELA_CDKN1A
RELA	CEACAM1	RELA_CEACAM1
RELA	CFI	RELA_CFI
RELA	CFLAR	RELA_CFLAR
RELA	CFTR	RELA_CFTR
RELA	COL1A1	RELA_COL1A1
RELA	COL1A2	RELA_COL1A2
RELA	COL2A1	RELA_COL2A1
RELA	COL7A1	RELA_COL7A1
RELA	COX1	RELA_COX1
RELA	CR2	RELA_CR2
RELA	CREB3	RELA_CREB3
RELA	CRHR1	RELA_CRHR1
RELA	CRP	RELA_CRP
RELA	CSF1	RELA_CSF1
RELA	CSF2	RELA_CSF2
RELA	CSNK2A1	RELA_CSNK2A1
RELA	CTSB	RELA_CTSB
RELA	CXCL1	RELA_CXCL1
RELA	CXCL10	RELA_CXCL10
RELA	CXCL12	RELA_CXCL12
RELA	CXCL2	RELA_CXCL2
RELA	CXCL5	RELA_CXCL5
RELA	CXCL8	RELA_CXCL8
RELA	CXCR2	RELA_CXCR2
RELA	CXCR4	RELA_CXCR4
RELA	CYP19A1	RELA_CYP19A1
RELA	CYP1A1	RELA_CYP1A1
RELA	CYP27B1	RELA_CYP27B1
RELA	CYP2E1	RELA_CYP2E1
RELA	CYP3A4	RELA_CYP3A4
RELA	CYP3A7	RELA_CYP3A7
RELA	DEFB4A	RELA_DEFB4A
RELA	DRD2	RELA_DRD2
RELA	E2F1	RELA_E2F1
RELA	EBI3	RELA_EBI3
RELA	EDN1	RELA_EDN1
RELA	EGFR	RELA_EGFR
RELA	EGR1	RELA_EGR1
RELA	ELF3	RELA_ELF3
RELA	EPAS1	RELA_EPAS1
RELA	EPCAM	RELA_EPCAM
RELA	ERAP1	RELA_ERAP1
RELA	ERAP2	RELA_ERAP2
RELA	F3	RELA_F3
RELA	F8	RELA_F8
RELA	FAF1	RELA_FAF1
RELA	FAS	RELA_FAS
RELA	FASLG	RELA_FASLG
RELA	FBP1	RELA_FBP1
RELA	FGF7	RELA_FGF7
RELA	FGF8	RELA_FGF8
RELA	VEGFD	RELA_VEGFD
RELA	FLT4	RELA_FLT4
RELA	FN1	RELA_FN1
RELA	FOXO3	RELA_FOXO3
RELA	FOXP3	RELA_FOXP3
RELA	GADD45G	RELA_GADD45G
RELA	GATA3	RELA_GATA3
RELA	GCLC	RELA_GCLC
RELA	GFAP	RELA_GFAP
RELA	GKN2	RELA_GKN2
RELA	GNRH2	RELA_GNRH2
RELA	GRIN1	RELA_GRIN1
RELA	GSK3A	RELA_GSK3A
RELA	GSTP1	RELA_GSTP1
RELA	GTF2B	RELA_GTF2B
RELA	HBEGF	RELA_HBEGF
RELA	HDAC1	RELA_HDAC1
RELA	HDAC7	RELA_HDAC7
RELA	HES1	RELA_HES1
RELA	HIF1A	RELA_HIF1A
RELA	HLA-A	RELA_HLA-A
RELA	HLA-F	RELA_HLA-F
RELA	HMOX1	RELA_HMOX1
RELA	HPSE	RELA_HPSE
RELA	HSD11B2	RELA_HSD11B2
RELA	HYAL1	RELA_HYAL1
RELA	ICAM1	RELA_ICAM1
RELA	IER3	RELA_IER3
RELA	IFNA1	RELA_IFNA1
RELA	IFNB1	RELA_IFNB1
RELA	IFNG	RELA_IFNG
RELA	IGF2BP2	RELA_IGF2BP2
RELA	IL10	RELA_IL10
RELA	IL12A	RELA_IL12A
RELA	IL12B	RELA_IL12B
RELA	IL17A	RELA_IL17A
RELA	IL17C	RELA_IL17C
RELA	IL18	RELA_IL18
RELA	IL1A	RELA_IL1A
RELA	IL1B	RELA_IL1B
RELA	IL1RN	RELA_IL1RN
RELA	IL2	RELA_IL2
RELA	IL23A	RELA_IL23A
RELA	IL2RA	RELA_IL2RA
RELA	IL4	RELA_IL4
RELA	IL6	RELA_IL6
RELA	IRF1	RELA_IRF1
RELA	IRF4	RELA_IRF4
RELA	IRF7	RELA_IRF7
RELA	ITGAX	RELA_ITGAX
RELA	JUNB	RELA_JUNB
RELA	KDM2A	RELA_KDM2A
RELA	KLK3	RELA_KLK3
RELA	LCN2	RELA_LCN2
RELA	LIPE	RELA_LIPE
RELA	LPL	RELA_LPL
RELA	LTC4S	RELA_LTC4S
RELA	MADCAM1	RELA_MADCAM1
RELA	MAT2A	RELA_MAT2A
RELA	MCL1	RELA_MCL1
RELA	MGMT	RELA_MGMT
RELA	MICA	RELA_MICA
RELA	MIF	RELA_MIF
RELA	MMP1	RELA_MMP1
RELA	MMP12	RELA_MMP12
RELA	MMP13	RELA_MMP13
RELA	MMP14	RELA_MMP14
RELA	MMP2	RELA_MMP2
RELA	MMP3	RELA_MMP3
RELA	MMP9	RELA_MMP9
RELA	MUC17	RELA_MUC17
RELA	MUC2	RELA_MUC2
RELA	MUC5AC	RELA_MUC5AC
RELA	MUC5B	RELA_MUC5B
RELA	MUC6	RELA_MUC6
RELA	MYC	RELA_MYC
RELA	NAMPT	RELA_NAMPT
RELA	NCAM1	RELA_NCAM1
RELA	NCOR1	RELA_NCOR1
RELA	NCOR2	RELA_NCOR2
RELA	NFKB1	RELA_NFKB1
RELA	NFKBIA	RELA_NFKBIA
RELA	NFKBIZ	RELA_NFKBIZ
RELA	NLRP2	RELA_NLRP2
RELA	NOLC1	RELA_NOLC1
RELA	NOS1	RELA_NOS1
RELA	NOS2	RELA_NOS2
RELA	NOS3	RELA_NOS3
RELA	NOX4	RELA_NOX4
RELA	NOX5	RELA_NOX5
RELA	NPPB	RELA_NPPB
RELA	NRF1	RELA_NRF1
RELA	OLFM4	RELA_OLFM4
RELA	OLR1	RELA_OLR1
RELA	OPTN	RELA_OPTN
RELA	OXTR	RELA_OXTR
RELA	PCK2	RELA_PCK2
RELA	PCYT2	RELA_PCYT2
RELA	PDK4	RELA_PDK4
RELA	PGR	RELA_PGR
RELA	PIGR	RELA_PIGR
RELA	PLA2G2A	RELA_PLA2G2A
RELA	PLAU	RELA_PLAU
RELA	PLAUR	RELA_PLAUR
RELA	PLIN1	RELA_PLIN1
RELA	POU2F2	RELA_POU2F2
RELA	PPARA	RELA_PPARA
RELA	PPARD	RELA_PPARD
RELA	PPIG	RELA_PPIG
RELA	PROX1	RELA_PROX1
RELA	PSMB10	RELA_PSMB10
RELA	PSMB9	RELA_PSMB9
RELA	PTAFR	RELA_PTAFR
RELA	PTEN	RELA_PTEN
RELA	PTGER4	RELA_PTGER4
RELA	PTGES	RELA_PTGES
RELA	PTGFR	RELA_PTGFR
RELA	PTGS2	RELA_PTGS2
RELA	PTHLH	RELA_PTHLH
RELA	PTPN13	RELA_PTPN13
RELA	PTPN6	RELA_PTPN6
RELA	REPS2	RELA_REPS2
RELA	RGS4	RELA_RGS4
RELA	RIPK2	RELA_RIPK2
RELA	S100A6	RELA_S100A6
RELA	SAA1	RELA_SAA1
RELA	SAA2	RELA_SAA2
RELA	SDC1	RELA_SDC1
RELA	SELE	RELA_SELE
RELA	SERPINA3	RELA_SERPINA3
RELA	SERPINB1	RELA_SERPINB1
RELA	SERPINE1	RELA_SERPINE1
RELA	SFTPA1	RELA_SFTPA1
RELA	SIRT1	RELA_SIRT1
RELA	SLC25A27	RELA_SLC25A27
RELA	SLC9A2	RELA_SLC9A2
RELA	SNAI1	RELA_SNAI1
RELA	SOCS3	RELA_SOCS3
RELA	SOD2	RELA_SOD2
RELA	STAT1	RELA_STAT1
RELA	STAT3	RELA_STAT3
RELA	STAT4	RELA_STAT4
RELA	STK39	RELA_STK39
RELA	TAP1	RELA_TAP1
RELA	TAP2	RELA_TAP2
RELA	TAPBP	RELA_TAPBP
RELA	TBP	RELA_TBP
RELA	TBX21	RELA_TBX21
RELA	TERT	RELA_TERT
RELA	TF	RELA_TF
RELA	TFF1	RELA_TFF1
RELA	TFF3	RELA_TFF3
RELA	THBD	RELA_THBD
RELA	TIMP1	RELA_TIMP1
RELA	TLR2	RELA_TLR2
RELA	TLR3	RELA_TLR3
RELA	TLR7	RELA_TLR7
RELA	TLR9	RELA_TLR9
RELA	TNC	RELA_TNC
RELA	TNF	RELA_TNF
RELA	TNFAIP3	RELA_TNFAIP3
RELA	TNFRSF10A	RELA_TNFRSF10A
RELA	TNFRSF10B	RELA_TNFRSF10B
RELA	TNFRSF13C	RELA_TNFRSF13C
RELA	TNFRSF9	RELA_TNFRSF9
RELA	TNFSF10	RELA_TNFSF10
RELA	TNFSF14	RELA_TNFSF14
RELA	TNIP3	RELA_TNIP3
RELA	TP53	RELA_TP53
RELA	TRAF1	RELA_TRAF1
RELA	TRAF2	RELA_TRAF2
RELA	TRIB3	RELA_TRIB3
RELA	TRIM21	RELA_TRIM21
RELA	TRPC1	RELA_TRPC1
RELA	TSLP	RELA_TSLP
RELA	TWIST1	RELA_TWIST1
RELA	UPP1	RELA_UPP1
RELA	VCAM1	RELA_VCAM1
RELA	VEGFA	RELA_VEGFA
RELA	VWF	RELA_VWF
RELA	WT1	RELA_WT1
RELA	XIAP	RELA_XIAP
RELA	YY1	RELA_YY1
RELB	CCL19	RELB_CCL19
RELB	CCL21	RELB_CCL21
RELB	CD40	RELB_CD40
RELB	PIGR	RELB_PIGR
REST	AR	REST_AR
REST	AVP	REST_AVP
REST	BDNF	REST_BDNF
REST	CACNA1H	REST_CACNA1H
REST	CARTPT	REST_CARTPT
REST	CD59	REST_CD59
REST	CHGA	REST_CHGA
REST	CHGB	REST_CHGB
REST	DGCR5	REST_DGCR5
REST	DYRK1A	REST_DYRK1A
REST	GABRB3	REST_GABRB3
REST	GJD2	REST_GJD2
REST	GLRA1	REST_GLRA1
REST	GRIN1	REST_GRIN1
REST	KCNN4	REST_KCNN4
REST	KCNQ2	REST_KCNQ2
REST	KCNQ3	REST_KCNQ3
REST	LIN28A	REST_LIN28A
REST	NRP1	REST_NRP1
REST	OPRM1	REST_OPRM1
REST	PCSK1	REST_PCSK1
REST	PENK	REST_PENK
REST	SCG3	REST_SCG3
REST	STAT1	REST_STAT1
REST	SYN1	REST_SYN1
REST	TAC1	REST_TAC1
REST	TAC3	REST_TAC3
REST	TH	REST_TH
REST	TPH2	REST_TPH2
REST	TUBB3	REST_TUBB3
REST	VGF	REST_VGF
REST	VIP	REST_VIP
RFWD2	MMP1	RFWD2_MMP1
RFWD2	PLAU	RFWD2_PLAU
RFWD2	COP1	RFWD2_COP1
RFX1	CD70	RFX1_CD70
RFX1	CIITA	RFX1_CIITA
RFX1	COL1A2	RFX1_COL1A2
RFX1	FGF1	RFX1_FGF1
RFX1	HDAC1	RFX1_HDAC1
RFX1	HLA-DMB	RFX1_HLA-DMB
RFX1	HLA-DOB	RFX1_HLA-DOB
RFX1	HLA-DPB1	RFX1_HLA-DPB1
RFX1	HLA-DRA	RFX1_HLA-DRA
RFX1	IL5RA	RFX1_IL5RA
RFX1	ITGAL	RFX1_ITGAL
RFX1	MAP1A	RFX1_MAP1A
RFX1	MSLN	RFX1_MSLN
RFX1	MYC	RFX1_MYC
RFX1	PCNA	RFX1_PCNA
RFX2	FGF1	RFX2_FGF1
RFX2	IL5RA	RFX2_IL5RA
RFX3	FGF1	RFX3_FGF1
RFX3	IL5RA	RFX3_IL5RA
RFX3	MAP1A	RFX3_MAP1A
RFX5	COL1A2	RFX5_COL1A2
RFX5	HDAC2	RFX5_HDAC2
